ID_code,target,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100,var_101,var_102,var_103,var_104,var_105,var_106,var_107,var_108,var_109,var_110,var_111,var_112,var_113,var_114,var_115,var_116,var_117,var_118,var_119,var_120,var_121,var_122,var_123,var_124,var_125,var_126,var_127,var_128,var_129,var_130,var_131,var_132,var_133,var_134,var_135,var_136,var_137,var_138,var_139,var_140,var_141,var_142,var_143,var_144,var_145,var_146,var_147,var_148,var_149,var_150,var_151,var_152,var_153,var_154,var_155,var_156,var_157,var_158,var_159,var_160,var_161,var_162,var_163,var_164,var_165,var_166,var_167,var_168,var_169,var_170,var_171,var_172,var_173,var_174,var_175,var_176,var_177,var_178,var_179,var_180,var_181,var_182,var_183,var_184,var_185,var_186,var_187,var_188,var_189,var_190,var_191,var_192,var_193,var_194,var_195,var_196,var_197,var_198,var_199
train_140629,0,8.0545,-9.032,6.9896,5.3808,13.0047,2.0246,5.9104,18.1543,2.0236,7.6574,-5.2793,10.8726,14.4143,8.9912,10.3732,14.5825,15.4861,-0.0972,10.9866,14.3662,8.5947,17.7291,0.4211,3.6161,9.6145,13.4098,-3.7155,-0.3235,5.3764,6.0888,-17.2705,11.5069,0.8464,21.8081,11.6454,-4.1481,0.4427,8.279,9.9499,3.3604,-7.6211,9.2021,10.8043,11.325,1.6158,-14.5241,13.0227,-21.3489,20.0225,23.9561,12.7767,25.1143,8.4867,6.4132,-9.1708,13.617,14.6157,4.8839,2.2954,10.3082,4.3141,-7.3491,0.0001,0.9254,9.2026,2.0747,6.6438,22.2282,5.0249,-0.868,6.3294,0.4265,-3.4701,19.6075,-8.4753,22.8977,2.4626,16.4307,3.6132,16.5594,8.3816,16.1574,-10.8595,-0.5269,-8.4677,13.5961,9.4666,4.0622,7.5252,3.9591,-3.2593,6.8949,8.9782,10.3532,15.5779,0.3775,-2.2102,12.2616,1.895,-0.1309,-10.4938,21.6138,27.6464,1.622,11.5431,4.2781,5.5011,15.8894,14.3566,26.2293,0.8918,5.2103,3.0726,13.6693,3.051,4.9032,2.0945,21.3773,-4.0308,5.2718,26.1553,11.1734,-1.1076,2.2745,3.7599,12.5947,13.6107,-1.2522,-2.9927,5.9473,11.3153,0.9387,8.7304,5.9193,-3.0671,-5.6123,21.4045,8.1496,6.731,8.1708,0.8418,13.8461,21.7688,13.5795,9.3383,6.6397,11.1747,-4.3595,3.5787,-9.9939,18.0182,14.9839,5.2712,20.4335,-0.3354,-3.9786,14.4947,-5.8038,27.4828,10.2002,0.6297,5.3893,6.142,3.2693,-2.5421,23.9416,3.3104,2.1891,3.4147,6.0597,-5.5501,-7.1102,15.03,4.4216,9.8057,13.6551,-15.9597,13.5714,-4.0744,5.0984,-7.0759,9.3942,-5.6907,10.3905,24.2703,-7.7394,10.1465,-8.8227,14.7181,1.1641,4.8942,2.3492,2.6294,3.7653,21.8442,-1.3764,-6.4952,10.2663,12.298,-6.8495
train_194897,0,8.2479,0.5978,11.4675,4.739,11.2732,5.5523,5.4861,14.7757,1.185,8.7242,0.5007,-3.6609,13.9124,14.4294,6.8963,14.8712,8.278,3.9432,20.4613,-6.9758,16.9169,10.9762,6.5711,2.7597,3.9972,13.8965,-2.4277,-1.5607,6.588,7.4468,-10.9271,10.0756,-0.3378,16.4519,11.1245,5.6904,4.3666,8.3899,5.1083,6.0366,-11.8362,5.5052,11.7099,11.5569,10.9348,-35.4017,11.389,-29.2429,14.3566,13.7237,12.3863,1.6733,-6.9598,6.1904,6.173,5.8293,14.4891,6.3651,7.0759,9.1645,15.8761,-25.4692,-1.0959,-1.0788,5.8441,7.2413,4.4762,18.1593,5.0088,-5.9182,35.5272,0.9832,0.752,2.2242,25.7424,20.968,13.1936,14.262,7.3771,15.2119,11.3845,13.4822,-6.041,24.6434,-0.5987,14.9461,16.9911,15.0477,7.9451,11.9904,-31.2023,6.8022,6.8782,10.9849,11.5876,0.2434,6.5698,22.4063,0.5237,-2.2715,-9.5296,11.13,26.7093,1.6935,13.7457,4.1794,10.8578,15.6279,14.1375,21.9762,0.7496,5.9295,1.1851,12.7894,0.7255,2.192,3.4181,-4.6779,-0.4258,3.3604,20.7795,10.7623,8.1672,12.1814,-1.7005,12.2153,12.0595,-4.0635,0.9436,17.898,12.6587,0.9099,6.8603,6.4778,-4.1562,3.4754,30.2386,10.1078,10.2148,17.5778,-5.9554,-2.2567,16.6049,14.6956,9.9397,1.0248,13.8261,-7.3212,3.9528,7.4996,12.2497,7.2467,7.7359,14.3173,14.9908,-1.248,12.5849,-0.3445,26.8537,8.8243,29.4788,5.9751,3.6458,13.3013,-12.2855,21.3487,2.6153,-7.6613,1.5901,6.3046,1.4178,-0.2837,19.555,-3.651,28.6802,14.8356,3.1922,18.857,0.9657,5.4082,-4.5745,9.9641,2.2559,10.946,26.7891,-4.0398,7.1718,-19.3518,16.6195,-0.4203,4.0707,9.1941,0.541,2.9818,18.7977,-0.2995,-6.7236,8.7563,16.4864,-4.5293
train_163137,0,10.2841,-6.8009,9.2723,9.5365,11.1155,-5.0994,4.605,13.8613,0.0624,8.9225,4.9293,-4.4238,13.8935,5.3714,6.0584,15.0497,6.3169,-11.3653,13.2439,15.2997,12.7702,22.5242,7.9416,2.6694,12.7063,13.5167,-1.0051,-1.1751,6.4016,2.1829,4.2469,8.0786,-0.338,11.1267,11.7229,13.6872,5.5183,5.8745,15.4139,7.5027,-13.6966,17.9528,11.1199,12.0037,3.9804,-32.9195,8.0789,-15.5818,13.5368,10.6365,13.1989,18.346,-4.878,6.49,8.8376,9.5526,14.5278,6.4379,-0.9434,8.2412,11.2523,-5.1246,-0.1242,5.8152,7.5598,0.6767,6.259,5.5069,5.024,2.7437,18.342,0.9616,4.3892,12.3358,15.2673,24.522,5.3625,20.9445,4.8416,12.5576,-7.0644,16.9733,2.2667,-1.9054,9.2641,18.002,8.9917,15.0133,11.2482,-0.8785,-40.7283,6.7753,16.2775,11.3896,6.8457,-0.2426,1.679,32.1208,2.352,0.0963,9.0825,20.6107,13.3083,1.5722,12.1127,4.0805,11.34,15.4071,14.021,20.3307,7.5442,7.9853,5.1789,14.0997,4.0604,0.4863,0.0218,15.6532,0.2072,-5.1054,24.6963,9.2731,0.028,-0.8836,4.5522,12.2023,12.3386,1.1658,0.3422,15.4936,12.1125,0.7965,8.7946,6.0931,-4.5596,-6.8004,33.644,26.9173,-3.9145,14.4179,-7.0847,-0.6765,16.7424,16.5374,8.4732,10.8675,8.0255,-9.2073,4.0174,-11.4843,18.2099,11.2985,11.3407,17.8989,9.5691,8.0537,12.4918,-12.847,27.1557,13.6842,20.54,5.7411,6.7512,1.9662,-3.4898,21.3256,2.8285,-6.1009,-0.3316,5.983,-1.527,-3.7618,21.1855,-2.8764,16.3688,8.5194,-2.5271,8.6537,-0.3287,7.2625,3.6356,10.0417,7.5894,9.8648,5.0434,-7.0544,7.4187,-15.7023,20.2579,0.4214,11.3284,6.1274,1.1713,-1.111,16.7526,0.8829,-5.051,8.8844,14.7219,8.4027
train_115575,0,13.3624,0.8846,8.9997,5.3249,8.9947,-13.06,6.505,23.9156,-1.4469,5.1099,-6.2352,-1.3939,13.9308,13.0141,10.5957,14.2443,12.0772,-14.8331,3.2602,1.6168,6.6537,-0.7084,3.3412,3.2352,12.696,13.8305,4.1553,-2.0115,4.9024,5.7409,-5.605,11.3633,-2.3621,17.3506,11.0904,6.2479,-0.3027,7.3867,9.9443,2.447,5.8644,14.9799,10.8089,11.2976,12.2929,-31.3345,6.2739,-28.5151,7.6736,13.4369,13.1398,21.7524,2.7155,4.7442,-2.3241,8.5028,20.5782,6.8363,6.4441,8.7017,8.3562,-23.66,0.4243,2.7875,7.1088,-0.2432,5.1995,14.1636,5.0211,-1.8255,32.1068,0.4658,-2.6664,15.2071,41.0083,18.0068,8.115,17.8573,7.5434,14.0868,1.5675,13.3635,-0.0429,-3.1471,-13.0595,21.0218,2.5502,13.8326,9.3193,3.8175,-36.8584,7.1547,7.2706,11.0104,9.5561,1.016,15.5446,36.5827,1.0056,-0.0898,-13.2246,11.4086,12.5656,1.5613,12.4782,3.6585,5.9995,7.8051,14.1334,23.3552,8.0235,5.2299,4.7015,15.0018,3.7983,-3.981,2.4936,43.3425,4.436,-3.32,33.8101,11.2816,4.2253,-7.2045,2.0569,12.8867,14.0112,2.7112,-3.9388,17.6728,12.9348,0.2887,4.3476,6.9453,-4.4571,-13.695,47.1611,22.4265,-0.4655,9.5234,-1.4675,9.2288,13.9908,9.8777,9.9746,5.0736,6.0417,-16.0802,3.9114,5.6465,17.8688,10.4462,12.0123,18.5696,0.956,-7.9651,12.557,4.0387,10.7979,14.5651,21.8584,5.6781,4.2265,13.0508,2.2411,17.5637,2.6551,-2.7787,5.5743,5.4911,5.6755,5.01,19.1412,-0.3006,24.2687,9.6202,-10.4395,11.456,-18.2487,6.0057,-9.1292,9.5658,-0.352,8.49,28.6767,-10.7273,11.9178,-15.7479,11.9872,1.8784,4.1345,3.7226,-0.8154,9.4902,20.8816,-1.0082,3.8286,9.5819,11.0189,7.7602
train_18130,0,5.0141,-3.9119,11.5222,5.5114,10.1362,-12.2724,4.5312,17.5697,4.5711,7.7355,0.8745,2.3139,14.0032,12.021,9.4205,14.2355,9.3479,-3.6784,8.7149,-1.4898,17.9342,24.9729,7.5265,3.0596,10.9109,13.8011,-6.9994,-1.9367,5.1422,4.7525,-5.0629,9.7284,-5.0606,16.2974,12.2492,-4.0312,5.3078,9.1404,6.4731,4.0164,4.6996,1.2741,12.3346,11.6714,4.9696,-8.0465,9.1755,-11.0729,34.2363,14.1511,11.1135,10.6147,-0.7292,6.6988,11.3963,14.4554,14.7014,5.6198,-3.6429,9.6467,8.7286,-28.847,2.862,0.0658,7.244,2.9756,5.8452,4.7653,5.0041,-2.1498,28.7044,0.3745,0.0515,30.8804,17.6064,21.2371,0.7985,18.4787,2.6587,15.083,-1.9583,17.2425,-4.5429,11.4393,-2.7494,16.4186,2.5291,14.7891,12.7634,1.4982,-25.9795,6.845,14.8802,10.1773,8.0601,-0.1802,2.5446,19.5475,2.3801,-0.9306,-19.8977,5.3283,33.4193,1.4713,8.7068,4.7298,9.5806,30.2234,14.1648,21.9838,7.9895,4.7017,3.2455,13.4923,2.8096,3.2428,3.7719,27.3527,-4.7787,3.3668,38.4991,13.1954,0.073,7.8335,1.3933,12.6422,12.5734,1.103,-4.7608,20.6282,12.0475,0.3575,9.7251,6.6424,1.6393,3.1633,19.5873,30.1997,1.5328,9.8147,6.106,-10.0044,14.7273,12.4916,8.9942,-0.9472,12.1728,12.7981,4.1846,18.4047,14.8702,6.5336,13.3013,18.2756,1.4661,-0.2159,13.9364,-2.541,30.9749,9.3721,35.4919,5.9072,4.6858,16.0688,-6.3114,17.7576,3.3131,-9.4625,5.6356,5.3623,3.3175,-3.5584,20.0719,-2.7669,18.4988,13.5502,-5.4914,16.342,1.4543,-0.2589,2.63,10.7806,-2.3667,10.201,15.6674,-9.9913,12.5641,-17.9194,22.4607,2.8556,-3.1248,8.5975,0.8307,9.1053,13.8433,1.9933,3.1295,9.6467,10.1934,-3.2036
train_154333,0,9.7038,-1.3432,11.9686,11.6546,9.5292,-1.1254,5.7948,13.2217,2.7035,6.511,11.7778,-11.1423,14.1586,17.0172,4.5129,14.8227,10.1663,-7.1209,20.8411,12.7847,8.4259,29.2276,1.9407,3.1401,14.0529,13.3689,-11.3164,0.8025,5.3943,9.7645,-12.8993,11.8634,4.8928,19.297,10.6835,4.7742,0.635,7.0706,7.0146,0.02,-15.8771,10.359,10.8085,11.9853,14.2219,-15.717,12.2488,-9.1147,18.0826,13.108,12.1306,22.394,-4.284,6.1384,2.088,20.1512,11.5022,7.3139,10.3617,8.6382,8.7552,-19.9614,2.7313,3.7367,7.8448,-3.3444,6.843,1.6815,5.0269,-5.0765,28.2799,0.9141,5.6873,20.2816,15.4104,15.0679,16.257,21.1954,5.9496,12.331,5.7686,11.8893,12.8262,-3.2082,1.7484,13.4419,11.9424,8.7484,7.1473,3.2383,-14.6924,7.1582,11.3123,10.027,8.5811,0.8322,2.063,35.6472,1.3323,-0.7205,-2.8783,15.5479,16.1533,1.5609,12.7211,5.6866,8.5112,14.8048,14.1333,13.8665,4.6779,4.9159,7.166,14.1163,2.5716,7.894,3.6178,6.2277,-17.4101,-1.0521,23.2048,12.2594,3.5039,10.7906,3.615,12.5865,12.9101,1.0756,1.0117,11.251,12.0424,0.2589,8.2585,6.5211,-1.3373,-1.4629,21.7667,7.7241,2.2786,16.8449,4.1293,1.7462,9.9176,11.4797,8.566,7.9046,10.9755,1.8409,4.3293,13.9199,19.9453,11.2835,-0.518,20.3052,4.9527,-0.3225,13.8343,-11.2592,17.7138,15.17,17.1768,5.411,6.435,3.2197,-5.449,18.1796,2.7799,-22.8017,3.25,5.1964,1.8339,-3.6771,25.6195,-6.4845,11.6609,14.6681,5.5608,11.4638,-12.8487,4.1149,-8.2902,10.4774,9.8613,8.7447,17.1924,-0.7777,10.5018,-2.7276,13.4717,0.3904,10.8515,6.3021,3.1588,0.7203,22.9398,1.6702,5.0706,8.5883,17.0704,5.3904
train_116199,0,10.6977,0.2222,12.462,4.0347,13.1185,-14.0405,6.0243,11.8924,-1.6806,8.8703,10.0899,-1.695,13.8391,3.677,6.7139,14.4654,11.594,-6.7404,20.1045,27.7815,11.9359,14.8057,6.4007,3.0961,11.8882,14.2647,-11.401,-1.5953,6.3099,3.9506,-2.7834,8.2055,-2.3174,23.0503,10.7999,4.0831,2.8086,5.4024,7.7287,-1.9095,-5.2013,11.4144,11.4208,11.2047,14.9088,-23.2903,12.1227,-7.4129,31.1317,27.532,12.4405,13.8771,9.2439,7.6276,-3.6225,16.0411,12.4777,5.1935,1.358,9.7979,10.352,-36.2093,0.7586,3.4208,7.6072,4.0126,7.4081,4.7525,5.0135,-5.546,27.9343,0.4816,0.7818,18.8536,8.0505,12.6277,7.9743,17.1138,2.6642,14.2157,11.7793,16.986,-8.6771,-9.1696,-11.6532,16.45,-0.6263,18.9793,6.2679,-2.4241,-16.1076,6.9788,12.2268,11.3766,6.2604,-0.8816,27.4933,28.0741,1.3297,1.343,-0.0776,18.6696,28.0263,1.7596,10.9919,5.0779,5.3827,23.9308,14.0116,18.6363,1.0635,6.3744,3.5737,14.0619,3.6563,3.4451,1.5322,13.8703,3.3774,7.7467,20.0984,12.3975,3.8801,4.4277,3.9107,12.7509,13.3811,-0.2358,-5.4649,15.6522,13.0917,0.8417,9.5528,7.9637,-12.4367,-7.0928,22.8704,29.5522,-3.0645,4.4815,8.3127,7.5179,7.4184,16.4393,8.4828,2.9697,10.3503,-10.2457,4.3178,17.7077,18.1803,7.9582,11.2234,18.0619,12.732,-4.482,13.9406,-11.8943,28.5122,18.2506,45.611,5.7852,4.3012,9.6413,-8.549,13.3228,3.0617,1.414,11.276,5.5135,1.3956,-5.297,7.8518,0.8427,30.606,11.3888,-19.5163,16.935,3.5941,1.9779,-2.049,10.2337,-12.2721,7.6592,21.8721,-0.4846,3.1754,-8.2127,11.9987,1.6439,-0.1436,14.5106,4.0393,-2.7671,17.6465,0.1497,5.0323,8.2567,15.1503,-7.6139
train_81289,0,7.6722,-3.8293,12.314,4.2018,10.3898,-5.7584,6.104,21.9771,-0.4147,6.0773,-7.9594,3.775,14.1594,6.6253,11.944,14.704,8.9894,1.3626,15.6543,17.0634,19.799,20.9488,6.8892,2.4771,12.4946,13.6728,-5.9282,-1.4323,5.1965,11.1012,7.367,6.9521,-3.8049,22.6647,12.0072,1.7532,2.242,6.1978,14.2936,0.364,-1.094,10.2633,11.0776,11.4327,-4.634,-18.8822,7.5597,3.135,20.8997,18.5135,12.8656,23.8031,-9.9489,6.1342,15.0237,3.2295,22.637,5.7172,1.528,8.6222,9.9082,-20.4225,3.0067,-0.3017,3.1075,4.5133,5.4641,0.8082,5.0289,-0.9764,43.7939,0.3583,-3.9732,10.8284,18.6959,17.1863,3.176,21.0962,4.4503,15.4305,6.271,14.5028,10.3021,-9.5147,6.515,13.4987,-5.71,8.9147,9.318,8.0543,-30.4674,6.7976,16.3167,11.0086,12.7628,0.328,25.8452,13.8421,1.2602,-1.5281,-4.1822,11.4464,11.8377,1.7735,12.0703,3.3778,5.5812,20.1529,14.3414,20.2126,6.8653,4.847,5.0655,10.1431,1.9362,3.5288,5.1622,13.8022,-9.8565,4.8591,13.8777,11.5464,-5.5214,3.3658,4.5241,12.0348,11.5359,0.2173,2.1545,21.5162,11.6477,0.7832,8.1471,6.8404,9.3901,-2.8583,33.3336,29.1855,3.8091,10.2641,-2.1075,9.2085,15.0826,12.6261,9.6934,2.4883,7.8992,-14.445,3.8661,9.7868,18.7521,12.799,8.286,17.4827,7.6784,1.3226,13.0192,-3.5002,27.8583,12.1985,6.1697,6.0421,8.3597,12.1097,-4.4012,27.0078,3.4885,-8.4945,8.7228,5.6808,1.1205,2.061,11.6932,2.5582,31.3458,14.1048,-0.799,10.7518,-0.4518,4.0077,0.8015,10.9147,8.2114,16.0028,23.2708,-1.5145,10.4032,-10.3292,11.5859,1.7265,-1.2477,10.4219,0.8026,-0.7231,15.5272,1.3287,10.6602,9.6627,18.8037,-9.2117
train_143867,0,13.4333,4.3646,8.7932,3.9273,11.5067,4.5354,4.34,22.6516,-3.7504,7.7535,3.1989,9.6541,13.981,11.3008,7.8841,14.5355,5.5259,-18.5364,21.5717,21.9926,9.3528,21.3236,2.3973,3.5145,14.7607,13.5107,2.4925,-2.5103,5.3347,3.8579,-8.8053,10.5114,0.3109,9.2096,12.0909,12.1284,2.3816,5.4953,7.3541,-5.211,8.5331,9.311,11.1903,11.4879,5.4419,-39.2867,10.4889,-19.8886,28.5427,24.833,13.3244,11.8226,-7.814,6.6484,11.3494,12.4609,14.6005,7.5852,0.818,8.8992,8.6593,-17.1771,2.9976,-2.2485,8.1463,0.5311,5.9194,18.2909,5.0217,-7.3806,13.8641,0.4795,-5.5585,4.5761,39.4752,8.5511,2.3408,21.0579,4.7877,14.0942,5.2565,17.6174,0.2838,2.0994,0.61,12.9314,5.4082,16.803,5.8646,0.1914,-40.0831,6.6629,13.0601,10.2229,10.4542,0.6308,1.789,16.4194,1.4029,-1.3066,-14.3542,11.2359,29.5348,1.6159,10.9834,1.8692,9.4763,32.9587,14.2355,19.2639,10.1507,7.6455,4.1699,13.1939,3.179,3.9286,4.0016,6.7892,-15.0986,8.1453,6.4063,10.278,5.6686,9.9523,5.0695,13.3578,13.1583,4.358,0.102,22.0309,12.4628,0.0144,10.2908,6.6665,1.9217,-18.8152,4.6193,30.7846,-0.552,12.6461,2.6132,9.8162,6.2232,10.6799,7.8718,0.4504,11.6751,2.4663,4.1397,35.9078,16.2701,7.4523,10.2332,15.2473,1.376,-1.6393,12.978,-4.2491,25.8081,6.2636,20.8787,5.2434,4.5043,12.8347,-1.7787,22.198,3.1398,-11.8609,5.5004,5.7639,1.83,-13.3446,32.952,-6.0777,20.1997,11.0438,-9.3474,8.4159,3.1732,3.8421,-1.2094,11.6352,-20.4862,9.291,3.3173,-1.8387,8.7781,-21.9031,17.2794,2.1939,-3.3071,8.9909,4.2631,8.6221,15.9416,-1.684,-3.6486,10.8212,13.908,-20.6195
train_148017,0,12.2472,3.4493,14.4809,7.7404,8.7403,-18.9478,5.9336,20.4982,4.211,6.4175,4.6372,11.2343,14.3268,3.4467,11.7415,14.785,10.2667,-5.2162,23.1007,12.4076,16.0209,18.2921,2.5723,3.4173,13.7083,13.3498,10.8065,-1.6262,4.0679,6.6336,-13.2066,9.7639,-2.9899,20.6337,10.4189,8.1668,-1.6306,1.9766,13.7491,-3.4155,-12.1004,16.5274,11.7837,11.795,10.3838,8.5875,5.3051,-8.3118,29.1272,11.3967,11.9399,13.1464,-3.7749,6.0362,-1.2617,15.7816,16.8434,6.3187,-1.7468,8.9396,8.6185,-10.4094,1.6194,1.2715,5.8706,4.6261,6.6218,16.6432,5.0242,-8.45,12.1446,0.5502,0.378,16.133,11.3876,26.0247,3.7144,18.5919,6.7087,14.6117,-3.1516,16.8385,4.8508,11.2007,-6.2523,18.8294,13.6554,14.8968,11.4923,7.7616,-27.7661,7.052,15.8822,10.1158,11.7866,1.2269,8.8973,20.7851,2.8892,-0.7597,5.1307,10.053,19.4204,1.562,9.7422,3.0655,8.6767,18.6366,14.3659,15.5369,5.4978,6.7238,3.3912,12.5371,5.256,0.1575,1.2543,3.9656,-12.4852,5.2603,12.8641,13.7802,-4.1876,11.549,4.6005,12.2337,12.1185,1.8887,0.8072,13.1021,11.9198,0.5388,7.3137,7.2044,-3.9152,1.1959,4.5748,33.5176,-5.3058,11.7407,2.6779,3.8629,13.6697,11.3329,10.1567,0.7491,12.024,-13.2662,4.1758,30.1469,19.2112,10.3902,10.7468,18.0489,11.2201,3.9777,11.747,-0.3157,24.8649,5.2106,13.1432,6.1214,2.2865,11.4973,6.8726,11.9211,2.2058,-5.081,4.483,5.3126,2.4538,6.0019,13.7492,-10.429,22.0607,9.9968,3.4185,14.665,10.6631,0.8749,-10.6655,9.1122,0.8249,7.9056,9.8869,-0.2235,8.3938,-20.6397,13.9239,1.7765,2.7663,9.0901,1.8297,3.0763,16.5173,-0.1858,3.6362,9.8377,17.1987,-5.5366
train_56711,0,6.8453,-7.3603,6.4194,7.4777,9.4536,4.2499,6.1799,10.3776,-4.3798,9.1259,8.4763,-0.7507,13.5607,11.3156,11.128,14.2272,6.8871,-1.2863,1.2004,18.4467,10.6468,22.3192,2.6146,3.2125,9.4498,13.3937,1.6133,-1.2375,5.0389,3.3329,-1.6213,14.4302,2.0177,14.5566,11.5642,5.4165,2.9125,5.5132,12.4391,-6.4364,-0.6652,12.6999,9.575,11.2359,16.1108,7.9594,13.8075,-18.2169,19.5919,21.3094,13.6565,9.2369,-6.4411,4.6887,0.4675,24.4078,17.9211,6.3595,7.3188,10.1564,5.8825,-25.707,3.8315,-4.5649,7.7896,1.2145,4.6149,4.4378,5.0204,-3.2919,36.8618,0.6502,6.0389,33.5854,34.8006,23.2772,3.0148,11.7698,5.1465,14.3079,14.3292,17.9695,-10.0433,-2.7029,7.3487,17.2005,5.1801,11.9181,7.3162,10.2992,-10.6533,7.2901,11.4976,10.8491,10.5678,0.0857,13.0755,22.3239,0.7853,-1.56,2.9091,19.7508,14.2772,1.7031,14.3619,6.1225,6.9318,4.3829,14.2909,21.066,10.7737,7.192,2.4961,13.6111,1.1963,3.7996,4.4214,4.1918,0.8838,10.6878,19.1218,11.0249,-3.9985,7.7627,4.3737,11.9986,11.5357,0.8325,2.8591,8.3567,12.7883,0.8346,7.0531,6.4082,-7.1047,-14.6038,23.3186,10.8883,2.023,10.1268,7.2679,0.8593,14.4269,9.3962,8.2123,5.2986,11.5241,-6.0518,4.104,13.5617,19.42,4.8766,2.3628,15.8194,0.1185,-0.875,14.3242,-6.5248,19.7197,11.8017,37.5399,5.4566,6.6239,13.3106,2.8746,16.4843,2.7749,-1.4728,5.6259,5.5228,1.2096,-1.7054,21.7011,4.6221,30.4737,9.5865,-10.7103,9.4676,-3.2143,2.1874,0.2067,9.924,10.4084,1.1378,-1.1045,-11.6435,8.5518,-0.8684,16.8739,0.34,3.144,9.8328,3.295,0.7064,15.5816,3.28,8.5614,10.7474,17.3324,-8.2366
train_172628,0,11.7424,3.0271,8.7667,6.8443,10.7471,-0.2224,4.8943,11.0412,-4.8621,7.5671,10.3524,3.3866,13.8486,14.546,6.494,14.3653,8.7056,-12.5769,14.2326,9.4074,20.351,9.4029,-0.2085,3.0287,7.4711,13.4785,-6.0011,-0.0336,5.8156,2.2153,-8.1373,8.5766,-0.094,21.3592,11.2352,-5.1964,0.4595,7.1771,7.5219,-3.0978,-4.8298,0.621,11.1877,11.5682,7.0973,-0.1632,13.7556,-25.4214,30.1489,14.017,11.7872,23.1641,-3.527,4.9339,5.9888,12.0467,17.2495,5.9073,1.7616,7.9333,8.1133,13.9042,-1.4603,-3.5319,3.6404,1.0215,5.2042,13.7023,5.0059,1.623,3.2208,0.3846,0.0223,16.3961,16.3483,15.6767,13.2302,24.8132,7.0707,14.4436,2.8159,16.2587,-8.5904,0.348,-7.0859,18.4294,7.9533,5.4027,11.4802,2.2351,-27.6193,7.0568,19.2085,9.6842,6.9188,-0.5574,10.6582,20.9972,2.3842,2.3291,-9.9586,4.2554,28.4115,1.2396,10.8198,4.0021,9.397,13.1614,14.1314,24.9573,0.2724,6.3489,2.4637,15.4847,2.4101,1.8021,1.18,9.6755,-10.4965,4.9271,8.2696,12.8536,6.6998,14.4485,0.0001,13.1268,14.1485,6.151,0.4924,15.8435,12.8344,0.2606,7.6185,6.3658,2.9929,-2.5057,12.6256,7.7685,1.1911,7.6928,4.2788,-7.2677,5.0348,14.32,7.9236,3.7995,8.2271,-7.0944,4.2639,19.0689,15.4633,12.3713,11.7924,15.8956,3.4373,1.289,13.8512,-10.9687,7.7045,13.8047,33.8588,5.7058,5.2315,12.025,0.723,20.7944,3.0836,-13.4622,7.3887,5.1717,4.2471,0.5508,20.4233,2.4712,14.5458,10.3129,-12.4368,11.3582,-9.4893,4.8713,-10.3858,8.6558,-3.7695,8.0148,5.0319,-0.3762,8.9762,3.0547,12.4669,0.0401,0.7137,4.4697,2.8489,10.3576,15.443,-1.9878,6.8824,7.8159,12.4573,1.1051
